Accuracy Client 3+5,Loss,,Accuracy Client 3+0,Loss
89.2540322580645,0.471150818947823,,89.2540322580645,0.471150818947823
59.5766129032258,2.81639515969061,,84.6270161290323,0.704560267252307
69.0625,1.45368413386806,,49.4052419354839,3.27209482116084
40.9375,3.88495941777383,,10.2520161290323,11.9363469646823
33.5483870967742,2.85337114564834,,9.96975806451613,41.788535727224
45.7862903225807,1.93481549909038,,9.96975806451613,212.906481638262
27.7116935483871,2.17077236560083,,9.96975806451613,
31.7641129032258,2.22490068481814,,9.96975806451613,
31.7540322580645,2.1338668254114,,9.96975806451613,
31.0181451612903,2.04637442019678,,9.96975806451613,
34.4153225806452,1.91389360350947,,9.96975806451613,
43.1350806451613,1.74276486750572,,9.96975806451613,
40.0302419354839,1.70220107186225,,9.96975806451613,
45.0100806451613,1.59906777258842,,9.96975806451613,
44.4052419354839,1.59448798471882,,9.96975806451613,
57.2983870967742,1.3122796235546,,9.96975806451613,
59.2641129032258,1.1913105783924,,9.96975806451613,
33.9415322580645,2.40628554128831,,9.96975806451613,
58.5685483870968,1.43500512646091,,9.96975806451613,
55.695564516129,1.63164696347329,,9.96975806451613,
52.7318548387097,1.52681798165844,,9.96975806451613,
46.9153225806452,1.61196804046631,,9.96975806451613,
38.7399193548387,1.88990270322369,,9.96975806451613,
37.7822580645161,1.72229100811866,,9.96975806451613,
37.2782258064516,1.70905768717489,,9.96975806451613,
43.054435483871,1.58931150513311,,9.96975806451613,
47.4495967741936,1.5812291014579,,9.96975806451613,
55.5443548387097,1.37537740007524,,9.96975806451613,
50.2116935483871,1.70940303956309,,9.96975806451613,
59.0221774193548,1.26159636282152,,9.96975806451613,
56.4012096774194,1.22550068401521,,9.96975806451613,
44.2842741935484,1.55956099725539,,9.96975806451613,
49.8286290322581,1.41456536169975,,9.96975806451613,
63.7701612903226,1.04553169088979,,9.96975806451613,
52.9838709677419,1.42306207802988,,9.96975806451613,
62.0866935483871,1.10437103471448,,9.96975806451613,
60.3125,1.1699957520731,,9.96975806451613,
61.5221774193548,1.09996632875935,,9.96975806451613,
60.3629032258065,1.11940723619153,,9.96975806451613,
64.0221774193548,1.0683975273563,,9.96975806451613,
65.6350806451613,0.994643335957681,,9.96975806451613,
61.5020161290323,1.07642168460354,,9.96975806451613,
67.5201612903226,0.936305098379812,,9.96975806451613,
69.5766129032258,0.90616250038147,,9.96975806451613,
66.6229838709677,0.983549011522724,,9.96975806451613,
71.5725806451613,0.849804218353764,,9.96975806451613,
71.7943548387097,0.868333099734399,,9.96975806451613,
71.2600806451613,0.870562419391448,,9.96975806451613,
69.3145161290323,0.883152801759781,,9.96975806451613,
68.1048387096774,0.977726130716262,,9.96975806451613,
