No Attack,Veiled MinMax,Isolated Knowledge,Collaborative MinMax
89.8487903225806,90.1612903225806,90.1612903225806,90.1612903225806
77.0866935483871,62.9637096774194,87.2883064516129,86.179435483871
61.491935483871,60.3528225806452,76.9254032258065,71.5120967741936
50.5141129032258,57.5504032258065,35.0907258064516,30.5241935483871
52.5302419354839,47.3286290322581,13.7399193548387,15.1310483870968
60.9979838709677,43.4475806451613,9.91935483870968,8.90120967741935
56.0483870967742,57.4193548387097,9.94959677419355,8.50806451612903
62.883064516129,55.2217741935484,,
66.4616935483871,57.3387096774194,,
64.5564516129032,61.5524193548387,,
72.3084677419355,60.2923387096774,,
70.7056451612903,64.2540322580645,,
72.1572580645161,69.929435483871,,
75.8467741935484,71.6229838709677,,
77.8427419354839,70.070564516129,,
81.4314516129032,71.2399193548387,,
82.3689516129032,74.0927419354839,,
85.0504032258065,75.3931451612903,,
85.4133064516129,76.9254032258065,,
85.8770161290323,79.5967741935484,,
85.1310483870968,83.6693548387097,,
86.8245967741936,84.0322580645161,,
87.570564516129,84.4758064516129,,
87.7620967741936,84.1129032258065,,
88.054435483871,84.9092741935484,,
87.0564516129032,86.1290322580645,,
87.3689516129032,86.0383064516129,,
87.9536290322581,85.9375,,
88.4173387096774,86.320564516129,,
88.8911290322581,87.1370967741936,,
88.7701612903226,88.1552419354839,,
88.8709677419355,88.0241935483871,,
89.2842741935484,89.0221774193548,,
89.2943548387097,88.1653225806452,,
89.6370967741936,88.3064516129032,,
89.7479838709677,88.8911290322581,,
90.1612903225806,88.8810483870968,,
90.1411290322581,89.1633064516129,,
90.4133064516129,89.5665322580645,,
90.2318548387097,89.8084677419355,,
90.6653225806452,89.3951612903226,,
91.0282258064516,89.9193548387097,,
90.8165322580645,90.0100806451613,,
90.9576612903226,90.1108870967742,,
90.9979838709677,89.9596774193548,,
90.383064516129,90.0302419354839,,
89.7379032258065,90.3931451612903,,
90.866935483871,90.8568548387097,,
91.2802419354839,91.0887096774194,,
91.2903225806452,90.554435483871,,
